PeakID (cmd=annotatePeaks.pl top_1000_peaks_GREAT_noheader.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-593	chr10	96129896	96130299	+	1000	NA	promoter-TSS (NM_001330737)	promoter-TSS (NM_001330737)	41	NM_001278525	9849	Hs.600823	NM_014803	ENSG00000177853	ZNF518A	ZNF518	zinc finger protein 518A	protein-coding
1-653	chr9	128371250	128371539	+	1000	NA	promoter-TSS (NM_001135947)	promoter-TSS (NM_001135947)	20	NR_049743	81605	Hs.495229	NM_030914	ENSG00000167118	URM1	C9orf74	ubiquitin related modifier 1	protein-coding
1-850	chr3	58433630	58433928	+	1000	NA	promoter-TSS (NM_000925)	promoter-TSS (NM_000925)	53	NM_000925	5162	Hs.161357	NM_000925	ENSG00000168291	PDHB	PDHBD|PDHE1-B|PDHE1B|PHE1B	pyruvate dehydrogenase E1 beta subunit	protein-coding
1-431	chr17	62065743	62066067	+	1000	NA	promoter-TSS (NM_005121)	promoter-TSS (NM_005121)	-627	NM_005121	9969	Hs.282678	NM_005121	ENSG00000108510	MED13	ARC250|DRIP250|HSPC221|THRAP1|TRAP240	mediator complex subunit 13	protein-coding
1-529	chr6	73520258	73520556	+	1000	NA	intron (NM_001402, intron 1 of 7)	CpG	625	NM_001402	1915	Hs.535192	NM_001402	ENSG00000156508	EEF1A1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	eukaryotic translation elongation factor 1 alpha 1	protein-coding
1-681	chr5	62412653	62412938	+	1000	NA	promoter-TSS (NM_016338)	promoter-TSS (NM_016338)	49	NM_016338	51194	Hs.482269	NM_016338	ENSG00000086200	IPO11	RanBP11	importin 11	protein-coding
1-533	chr22	39520400	39520735	+	1000	NA	promoter-TSS (NM_001675)	promoter-TSS (NM_001675)	3	NM_182810	468	Hs.496487	NM_001675	ENSG00000128272	ATF4	CREB-2|CREB2|TAXREB67|TXREB	activating transcription factor 4	protein-coding
1-466	chr6	110981796	110982103	+	1000	NA	promoter-TSS (NM_032194)	promoter-TSS (NM_032194)	-68	NM_001289111	84154	Hs.372265	NM_032194	ENSG00000197498	RPF2	BXDC1|bA397G5.4	ribosome production factor 2 homolog	protein-coding
1-873	chr5	141320254	141320552	+	1000	NA	5' UTR (NM_005642, exon 1 of 1)	5' UTR (NM_005642, exon 1 of 1)	381	NM_005642	6879	Hs.438838	NM_005642	ENSG00000178913	TAF7	TAF2F|TAFII55	TATA-box binding protein associated factor 7	protein-coding
1-141	chr11	107565552	107565857	+	1000	NA	promoter-TSS (NM_001301010)	promoter-TSS (NM_001301010)	31	NM_001301010	91801	Hs.503763	NM_138775	ENSG00000137760	ALKBH8	ABH8|TRM9|TRMT9|TRMT9A	alkB homolog 8, tRNA methyltransferase	protein-coding
1-966	chr8	144291508	144291779	+	1000	NA	promoter-TSS (NM_005526)	promoter-TSS (NM_005526)	39	NM_005526	3297	Hs.530227	NM_005526	ENSG00000185122	HSF1	HSTF1	heat shock transcription factor 1	protein-coding
1-430	chr8	108248533	108248841	+	1000	NA	promoter-TSS (NM_001568)	promoter-TSS (NM_001568)	30	NM_001568	3646	Hs.405590	NM_001568	ENSG00000104408	EIF3E	EIF3-P48|EIF3S6|INT6|eIF3-p46	eukaryotic translation initiation factor 3 subunit E	protein-coding
1-167	chr12	113966159	113966441	+	1000	NA	promoter-TSS (NM_001146699)	promoter-TSS (NM_001146699)	25	NM_001146699	9904	Hs.7482	NM_016196	ENSG00000122965	RBM19	Mrd1	RNA binding motif protein 19	protein-coding
1-339	chr19	4670162	4670518	+	1000	NA	promoter-TSS (NM_019107)	promoter-TSS (NM_019107)	63	NM_019107	56005	Hs.465645	NM_019107	ENSG00000074842	MYDGF	C19orf10|EUROIMAGE1875335|IL25|IL27|IL27w|R33729_1|SF20	myeloid derived growth factor	protein-coding
1-14	chr11	62709426	62709918	+	1000	NA	promoter-TSS (NR_037948)	promoter-TSS (NR_037948)	-53	NR_037949	26580	Hs.533709	NM_032667	ENSG00000168000	BSCL2	GNG3LG|HMN5|PELD|SPG17	BSCL2 lipid droplet biogenesis associated, seipin	protein-coding
1-876	chr1	92832091	92832392	+	1000	NA	TTS (NM_001252273)	TTS (NM_001252273)	201	NM_000969	6125	Hs.532359	NM_000969	ENSG00000122406	RPL5	L5|MSTP030|PPP1R135|uL18	ribosomal protein L5	protein-coding
1-507	chrX	152941534	152941852	+	1000	NA	promoter-TSS (NM_001178115)	promoter-TSS (NM_001178115)	22	NM_001178115	7739	Hs.16622	NM_007150	ENSG00000147394	ZNF185	SCELL	zinc finger protein 185 with LIM domain	protein-coding
1-384	chr17	2511723	2512007	+	1000	NA	promoter-TSS (NM_024086)	promoter-TSS (NM_024086)	23	NM_024086	79066	Hs.632237	NM_024086	ENSG00000127804	METTL16	METT10D	methyltransferase like 16	protein-coding
1-408	chr19	12956892	12957360	+	1000	NA	promoter-TSS (NM_052850)	promoter-TSS (NM_052850)	97	NM_052850	90480	Hs.515164	NM_052850	ENSG00000179271	GADD45GIP1	CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1	GADD45G interacting protein 1	protein-coding
1-68	chr9	130693470	130693933	+	1000	NA	promoter-TSS (NM_014285)	promoter-TSS (NM_014285)	-59	NM_001282709	23404	Hs.654643	NM_014285	ENSG00000130713	EXOSC2	RRP4|Rrp4p|SHRF|hRrp4p|p7	exosome component 2	protein-coding
1-665	chr1	23959706	23960175	+	1000	NA	5' UTR (NM_017761, exon 1 of 3)	5' UTR (NM_017761, exon 1 of 3)	112	NM_017761	55629	Hs.7862	NM_017761	ENSG00000189266	PNRC2	-	proline rich nuclear receptor coactivator 2	protein-coding
1-437	chr6	26123122	26123433	+	1000	NA	promoter-TSS (NM_003512)	promoter-TSS (NM_003512)	627	NM_003526	8347	Hs.658713	NM_003526	ENSG00000180596	HIST1H2BC	H2B.1|H2B/l|H2BFL|dJ221C16.3	histone cluster 1 H2B family member c	protein-coding
1-8	chr16	30650331	30650865	+	1000	NA	promoter-TSS (NM_001320464)	promoter-TSS (NM_001320464)	-180	NM_001320464	78994	Hs.293629	NM_024031	ENSG00000156858	PRR14	-	proline rich 14	protein-coding
1-426	chr19	10653703	10654105	+	1000	NA	promoter-TSS (NM_017620)	promoter-TSS (NM_017620)	-32	NR_024333	147727	Hs.631616	NR_024333	ENSG00000267100	ILF3-DT	ILF3-AS1	ILF3 divergent transcript	ncRNA
1-542	chr12	6493076	6493364	+	1000	NA	promoter-TSS (NM_016497)	promoter-TSS (NM_016497)	42	NM_016497	51258	Hs.55847	NM_016497	ENSG00000111639	MRPL51	CDA09|HSPC241|MRP64|bMRP64	mitochondrial ribosomal protein L51	protein-coding
1-965	chr11	18322366	18322697	+	1000	NA	promoter-TSS (NM_005316)	promoter-TSS (NM_005316)	-36	NM_005316	2965	Hs.577202	NM_005316	ENSG00000110768	GTF2H1	BTF2|P62|TFB1|TFIIH	general transcription factor IIH subunit 1	protein-coding
1-282	chrX	48020967	48021244	+	1000	NA	Intergenic	Intergenic	13364	NM_001079900	729201	Hs.319319	NM_001079900	ENSG00000171478	SPACA5B	LYZL5B	sperm acrosome associated 5B	protein-coding
1-231	chr6	30617072	30617365	+	1000	NA	promoter-TSS (NM_002714).5	promoter-TSS (NM_002714).5	25	NM_002714	5514	Hs.106019	NM_002714	ENSG00000204569	PPP1R10	CAT53|FB19|PNUTS|PP1R10|R111|p99	protein phosphatase 1 regulatory subunit 10	protein-coding
1-740	chr22	42079722	42080060	+	1000	NA	promoter-TSS (NR_146717)	promoter-TSS (NR_146717)	-58	NR_146717	91689	Hs.306083	NM_033318	ENSG00000183172	SMDT1	C22orf32|DDDD|EMRE	single-pass membrane protein with aspartate rich tail 1	protein-coding
1-391	chr6	33271518	33271827	+	1000	NA	promoter-TSS (NM_022551)	promoter-TSS (NM_022551)	204	NM_022553	6293	Hs.480356	NM_022553	ENSG00000223501	VPS52	ARE1|SAC2|SACM2L|dJ1033B10.5	VPS52 subunit of GARP complex	protein-coding
1-761	chr3	61249956	61250286	+	1000	NA	intron (NM_001320900, intron 1 of 9)	intron (NM_001320900, intron 1 of 9)	1331	NM_001320899	2272	Hs.655995	NM_002012	ENSG00000189283	FHIT	AP3Aase|FRA3B	fragile histidine triad diadenosine triphosphatase	protein-coding
1-3	chr19	49817917	49818380	+	1000	NA	promoter-TSS (NM_030973)	promoter-TSS (NM_030973)	-131	NM_030973	81857	Hs.656639	NM_030973	ENSG00000104973	MED25	ACID1|ARC92|BVSYS|CMT2B2|P78|PTOV2|TCBAP0758	mediator complex subunit 25	protein-coding
1-943	chr11	86068919	86069207	+	1000	NA	promoter-TSS (NM_007166)	promoter-TSS (NM_007166)	21	NM_007166	8301	Hs.163893	NM_007166	ENSG00000073921	PICALM	CALM|CLTH|LAP	phosphatidylinositol binding clathrin assembly protein	protein-coding
1-129	chr17	35587137	35587465	+	1000	NA	promoter-TSS (NM_001282)	promoter-TSS (NM_001282)	-21	NM_001282	163	Hs.514819	NM_001282	ENSG00000006125	AP2B1	ADTB2|AP105B|AP2-BETA|CLAPB1	adaptor related protein complex 2 subunit beta 1	protein-coding
1-346	chr5	131170594	131170851	+	1000	NA	promoter-TSS (NM_001293735)	promoter-TSS (NM_001293735)	-222	NM_001293735	90624	Hs.115467	NM_181705	ENSG00000186687	LYRM7	C5orf31|MC3DN8|MZM1L	LYR motif containing 7	protein-coding
1-686	chr7	133252983	133253242	+	1000	NA	promoter-TSS (NM_001037126)	promoter-TSS (NM_001037126)	34	NM_021807	60412	Hs.321273	NM_021807	ENSG00000131558	EXOC4	SEC8|SEC8L1|Sec8p	exocyst complex component 4	protein-coding
1-224	chrX	47366270	47366559	+	1000	NA	Intergenic	Intergenic	-4186	NM_003446	7712	Hs.89897	NM_003446	ENSG00000147117	ZNF157	HZF22	zinc finger protein 157	protein-coding
1-527	chr7	101217890	101218175	+	1000	NA	promoter-TSS (NM_006349)	promoter-TSS (NM_006349)	-133	NM_006349	10467	Hs.211079	NM_006349	ENSG00000106400	ZNHIT1	CG1I|ZNFN4A1	zinc finger HIT-type containing 1	protein-coding
1-59	chr18	57621756	57622048	+	1000	NA	promoter-TSS (NM_004539)	promoter-TSS (NM_004539)	-66	NM_004539	4677	Hs.465224	NM_004539	ENSG00000134440	NARS	ASNRS|NARS1	asparaginyl-tRNA synthetase	protein-coding
1-469	chr1	204411668	204411951	+	1000	NA	promoter-TSS (NM_032833)	promoter-TSS (NM_032833)	8	NM_032833	84919	Hs.304376	NM_032833	ENSG00000158615	PPP1R15B	CREP|MSSGM2	protein phosphatase 1 regulatory subunit 15B	protein-coding
1-613	chr19	49876476	49877514	+	1000	NA	promoter-TSS (NM_001278159)	promoter-TSS (NM_001278159)	360	NM_001098633	84335	Hs.515542	NM_032375	ENSG00000204673	AKT1S1	Lobe|PRAS40	AKT1 substrate 1	protein-coding
1-399	chr14	30622204	30622496	+	1000	NA	promoter-TSS (NM_182835)	promoter-TSS (NM_182835)	31	NM_001257376	23256	Hs.369168	NM_016106	ENSG00000092108	SCFD1	C14orf163|RA410|SLY1|SLY1P|STXBP1L2	sec1 family domain containing 1	protein-coding
1-566	chr1	27830712	27830994	+	1000	NA	promoter-TSS (NM_014110)	promoter-TSS (NM_014110)	71	NM_002713	5511	Hs.533474	NM_002713	ENSG00000117751	PPP1R8	ARD-1|ARD1|NIPP-1|NIPP1|PRO2047	protein phosphatase 1 regulatory subunit 8	protein-coding
1-904	chr8	95024872	95025161	+	1000	NA	promoter-TSS (NM_001354519)	promoter-TSS (NM_001354519)	27	NM_152416	137682	Hs.435500	NM_152416	ENSG00000156170	NDUFAF6	C8orf38|MC1DN17	NADH:ubiquinone oxidoreductase complex assembly factor 6	protein-coding
1-893	chr1	27489998	27490274	+	1000	NA	promoter-TSS (NM_001201404)	promoter-TSS (NM_001201404)	31	NM_001201404	10163	Hs.469244	NM_006990	ENSG00000158195	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	WASP family member 2	protein-coding
1-374	chr19	796828	797281	+	1000	NA	promoter-TSS (NM_031990)	promoter-TSS (NM_031990)	-398	NM_031991	5725	Hs.172550	NM_002819	ENSG00000011304	PTBP1	HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB	polypyrimidine tract binding protein 1	protein-coding
1-211	chr22	49918153	49918590	+	1000	NA	promoter-TSS (NM_024105)	promoter-TSS (NM_024105)	67	NM_024105	79087	Hs.526711	NM_024105	ENSG00000182858	ALG12	CDG1G|ECM39|PP14673|hALG12	ALG12 alpha-1,6-mannosyltransferase	protein-coding
1-785	chr15	57706583	57706866	+	1000	NA	promoter-TSS (NM_015532)	promoter-TSS (NM_015532)	10	NM_015532	81488	Hs.437256	NM_015532	ENSG00000255529	POLR2M	GCOM1|GRINL1A|Gdown|Gdown1	RNA polymerase II subunit M	protein-coding
1-658	chr11	11841785	11842079	+	1000	NA	5' UTR (NM_017944, exon 1 of 27)	5' UTR (NM_017944, exon 1 of 27)	509	NM_017944	55031	Hs.577256	NM_017944	ENSG00000170242	USP47	TRFP	ubiquitin specific peptidase 47	protein-coding
1-727	chr17	27293971	27294251	+	1000	NA	promoter-TSS (NR_145520)	promoter-TSS (NR_145520)	-3	NM_015626	26118	Hs.446017	NM_015626	ENSG00000109046	WSB1	SWIP1|WSB-1	WD repeat and SOCS box containing 1	protein-coding
1-578	chr8	124450593	124450921	+	1000	NA	promoter-TSS (NM_017956)	promoter-TSS (NM_017956)	-63	NM_017956	55039	Hs.9925	NM_017956	ENSG00000183665	TRMT12	TRM12|TYW2	tRNA methyltransferase 12 homolog	protein-coding
1-246	chr19	47484116	47484457	+	1000	NA	promoter-TSS (NM_001291296)	promoter-TSS (NM_001291296)	4	NR_038452	100505681	Hs.657320	NR_038452	ENSG00000268061	NAPA-AS1	-	NAPA antisense RNA 1	ncRNA
1-421	chr22	38681853	38682138	+	1000	NA	promoter-TSS (NM_020243)	promoter-TSS (NM_020243)	38	NM_020243	56993	Hs.595072	NM_020243	ENSG00000100216	TOMM22	1C9-2|MST065|MSTP065|TOM22	translocase of outer mitochondrial membrane 22	protein-coding
1-147	chr3	179347489	179347766	+	1000	NA	promoter-TSS (NM_033540)	promoter-TSS (NM_033540)	-82	NM_033540	55669	Hs.478383	NM_017927	ENSG00000171109	MFN1	hfzo1|hfzo2	mitofusin 1	protein-coding
1-964	chr6	44313185	44313449	+	1000	NA	promoter-TSS (NM_020745)	promoter-TSS (NM_020745)	30	NM_020745	57505	Hs.158381	NM_020745	ENSG00000124608	AARS2	AARSL|COXPD8|LKENP|MT-ALARS|MTALARS	alanyl-tRNA synthetase 2, mitochondrial	protein-coding
1-338	chr2	239401329	239401765	+	1000	NA	promoter-TSS (NM_006037)	promoter-TSS (NM_006037)	111	NR_135575	101928111	Hs.534680	NR_135575	ENSG00000222020	HDAC4-AS1	-	HDAC4 antisense RNA 1	ncRNA
1-1000	chr6	31664870	31665115	+	1000	NA	promoter-TSS (NM_033177).4	promoter-TSS (NM_033177).4	5	NM_033177	7918	Hs.247478	NM_033177	ENSG00000204438	GPANK1	ANKRD59|BAT4|D6S54E|G5|GPATCH10	G-patch domain and ankyrin repeats 1	protein-coding
1-9	chr1	16366879	16367239	+	1000	NA	promoter-TSS (NM_001271869)	promoter-TSS (NM_001271869)	-183	NM_001271869	26099	Hs.252967	NM_001114600	ENSG00000055070	SZRD1	C1orf144	SUZ RNA binding domain containing 1	protein-coding
1-125	chr1	100132921	100133286	+	1000	NA	promoter-TSS (NR_135078)	promoter-TSS (NR_135078)	-47	NR_135078	54482	Hs.729095	NM_019083	ENSG00000122435	TRMT13	CCDC76	tRNA methyltransferase 13 homolog	protein-coding
1-232	chr15	78873256	78873780	+	1000	NA	intron (NM_001265604, intron 1 of 11)	CpG	529	NM_001265604	10933	Hs.374503	NM_006791	ENSG00000185787	MORF4L1	Eaf3|FWP006|HsT17725|MEAF3|MORFRG15|MRG15|S863-6	mortality factor 4 like 1	protein-coding
1-946	chr6	8102355	8102641	+	1000	NA	promoter-TSS (NM_001135650)	promoter-TSS (NM_001135650)	50	NM_001135650	9521	Hs.602353	NM_004280	ENSG00000124802	EEF1E1	AIMP3|P18	eukaryotic translation elongation factor 1 epsilon 1	protein-coding
1-985	chr14	23094930	23095217	+	1000	NA	promoter-TSS (NM_017924)	promoter-TSS (NM_017924)	-432	NM_017924	55017	Hs.525238	NM_017924	ENSG00000179933	C14orf119	-	chromosome 14 open reading frame 119	protein-coding
1-670	chr19	42075660	42075942	+	1000	NA	promoter-TSS (NM_022752)	promoter-TSS (NM_022752)	-365	NM_022752	64763	Hs.13323	NM_022752	ENSG00000105732	ZNF574	FP972	zinc finger protein 574	protein-coding
1-757	chr11	47578914	47579238	+	1000	NA	promoter-TSS (NM_004551)	promoter-TSS (NM_004551)	2	NM_004551	4722	Hs.502528	NM_004551	ENSG00000213619	NDUFS3	CI-30|MC1DN8	NADH:ubiquinone oxidoreductase core subunit S3	protein-coding
1-589	chr5	55307878	55308171	+	1000	NA	promoter-TSS (NM_001345965)	promoter-TSS (NM_001345965)	35	NM_015360	23517	Hs.274531	NM_015360	ENSG00000039123	MTREX	Dob1|KIAA0052|Mtr4|SKIV2L2|fSAP118	Mtr4 exosome RNA helicase	protein-coding
1-98	chr5	134738292	134738586	+	1000	NA	promoter-TSS (NM_001745)	promoter-TSS (NM_001745)	-109	NM_001745	819	Hs.529846	NM_001745	ENSG00000164615	CAMLG	CAML|GET2	calcium modulating ligand	protein-coding
1-760	chr22	29767284	29767551	+	1000	NA	promoter-TSS (NM_001003692)	promoter-TSS (NM_001003692)	48	NM_013387	29796	Hs.284292	NM_013387	ENSG00000184076	UQCR10	HSPC051|HSPC119|HSPC151|QCR9|UCCR7.2|UCRC	ubiquinol-cytochrome c reductase, complex III subunit X	protein-coding
1-776	chr17	3668709	3668991	+	1000	NA	promoter-TSS (NM_014604)	promoter-TSS (NM_014604)	38	NM_031298	83460	Hs.30011	NM_031298	ENSG00000127774	EMC6	RAB5IFL|TMEM93	ER membrane protein complex subunit 6	protein-coding
1-611	chr16	88570281	88570559	+	1000	NA	promoter-TSS (NM_144604)	promoter-TSS (NM_144604)	17	NM_144604	124245	Hs.93670	NM_144604	ENSG00000158545	ZC3H18	NHN1	zinc finger CCCH-type containing 18	protein-coding
1-786	chr3	169966684	169966968	+	1000	NA	promoter-TSS (NR_027622)	promoter-TSS (NR_027622)	19	NM_003262	7095	Hs.744859	NM_003262	ENSG00000008952	SEC62	Dtrp1|HTP1|TLOC1|TP-1	SEC62 homolog, preprotein translocation factor	protein-coding
1-404	chr10	102743498	102743776	+	1000	NA	promoter-TSS (NM_001083913)	promoter-TSS (NM_001083913)	-311	NM_001083913	54838	Hs.500897	NM_017787	ENSG00000166272	WBP1L	C10orf26|OPA1L|OPAL1	WW domain binding protein 1 like	protein-coding
1-92	chr2	24793144	24793547	+	1000	NA	promoter-TSS (NR_136184)	promoter-TSS (NR_136184)	37	NM_001013663	391356	Hs.406607	NM_001013663	ENSG00000184924	PTRHD1	C2orf79	peptidyl-tRNA hydrolase domain containing 1	protein-coding
1-144	chr6	33571279	33571567	+	1000	NA	Intergenic	CpG	8853	NM_001188	578	Hs.485139	NM_001188	ENSG00000030110	BAK1	BAK|BAK-LIKE|BCL2L7|CDN1	BCL2 antagonist/killer 1	protein-coding
1-953	chr15	58771191	58771468	+	1000	NA	promoter-TSS (NR_135474)	promoter-TSS (NR_135474)	27	NM_001040453	54629	Hs.591122	NM_019092	ENSG00000128923	MINDY2	FAM63B	MINDY lysine 48 deubiquitinase 2	protein-coding
1-78	chr17	4366642	4366981	+	1000	NA	promoter-TSS (NM_003342)	promoter-TSS (NM_003342)	-137	NM_003342	7326	Hs.741319	NM_003342	ENSG00000132388	UBE2G1	E217K|UBC7|UBE2G	ubiquitin conjugating enzyme E2 G1	protein-coding
1-261	chr2	74454830	74455154	+	1000	NA	promoter-TSS (NR_037849)	promoter-TSS (NR_037849)	-31	NR_037849	100532735	Hs.410786	NR_037849	ENSG00000274049	INO80B-WBP1	-	INO80B-WBP1 readthrough (NMD candidate)	ncRNA
1-248	chr7	92528668	92528982	+	1000	NA	promoter-TSS (NM_000466)	promoter-TSS (NM_000466)	30	NM_001363367	84060	Hs.21590	NM_032120	ENSG00000127993	RBM48	C7orf64|HSPC304	RNA binding motif protein 48	protein-coding
1-111	chr9	32552196	32552500	+	1000	NA	TTS (NM_002493)	TTS (NM_002493)	114	NR_146063	100129250	Hs.664395	NM_001349118	ENSG00000235453	SMIM27	C9orf133|TOPORS-AS1	small integral membrane protein 27	protein-coding
1-784	chr3	180912567	180912846	+	1000	NA	promoter-TSS (NM_001013439)	promoter-TSS (NM_001013439)	35	NM_001363882	8087	Hs.478407	NM_005087	ENSG00000114416	FXR1	FXR1P	FMR1 autosomal homolog 1	protein-coding
1-558	chr11	47426057	47426377	+	1000	NA	exon (NM_002804, exon 1 of 12)	exon (NM_002804, exon 1 of 12)	256	NM_002804	5702	Hs.250758	NM_002804	ENSG00000165916	PSMC3	TBP1	proteasome 26S subunit, ATPase 3	protein-coding
1-987	chr12	53379307	53379576	+	1000	NA	promoter-TSS (NM_001251825)	promoter-TSS (NM_001251825)	-735	NM_138473	6667	Hs.620754	NM_003109	ENSG00000185591	SP1	-	Sp1 transcription factor	protein-coding
1-464	chr6	41072358	41072616	+	1000	NA	promoter-TSS (NM_001329688)	promoter-TSS (NM_001329688)	127	NM_001329695	221443	Hs.227457	NM_145063	ENSG00000124596	OARD1	C6orf130|TARG1|dJ34B21.3	O-acyl-ADP-ribose deacylase 1	protein-coding
1-292	chr2	151409748	151410056	+	1000	NA	promoter-TSS (NM_001177663)	promoter-TSS (NM_001177663)	0	NM_018151	55183	Hs.536537	NM_018151	ENSG00000080345	RIF1	-	replication timing regulatory factor 1	protein-coding
1-742	chr12	122054362	122054603	+	1000	NA	intron (NM_001024808, intron 4 of 5)	intron (NM_001024808, intron 4 of 5)	-8808	NR_135044	100506691	Hs.536336	NR_135044	ENSG00000256546	LOC100506691	-	uncharacterized LOC100506691	ncRNA
1-219	chr6	33200352	33200965	+	1000	NA	promoter-TSS (NM_021976).4	promoter-TSS (NM_021976).4	7	NM_001270401	6257	Hs.388034	NM_021976	ENSG00000204231	RXRB	DAUDI6|H-2RIIBP|NR2B2|RCoR-1	retinoid X receptor beta	protein-coding
1-660	chr7	152759511	152759792	+	1000	NA	promoter-TSS (NM_020445)	promoter-TSS (NM_020445)	-98	NR_146950	57180	Hs.647117	NM_020445	ENSG00000133627	ACTR3B	ARP11|ARP3BETA	actin related protein 3B	protein-coding
1-927	chr17	76726475	76726845	+	1000	NA	promoter-TSS (NM_001081461)	promoter-TSS (NM_001081461)	-54	NM_001081461	23210	Hs.514505	NM_015167	ENSG00000070495	JMJD6	PSR|PTDSR|PTDSR1	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	protein-coding
1-721	chr5	154940987	154941250	+	1000	NA	promoter-TSS (NM_014180)	promoter-TSS (NM_014180)	45	NM_014180	29093	Hs.483924	NM_014180	ENSG00000082515	MRPL22	HSPC158|L22mt|MRP-L22|MRP-L25|RPML25	mitochondrial ribosomal protein L22	protein-coding
1-851	chr2	127810789	127811237	+	1000	NA	5' UTR (NM_018383, exon 1 of 22)	5' UTR (NM_018383, exon 1 of 22)	158	NM_018383	55339	Hs.554831	NM_018383	ENSG00000136709	WDR33	NET14|WDC146	WD repeat domain 33	protein-coding
1-256	chr1	161749654	161749983	+	1000	NA	promoter-TSS (NM_007240)	promoter-TSS (NM_007240)	32	NM_007240	11266	Hs.416216	NM_007240	ENSG00000081721	DUSP12	DUSP1|YVH1	dual specificity phosphatase 12	protein-coding
1-100	chr19	52008099	52008651	+	1000	NA	promoter-TSS (NM_001321317)	promoter-TSS (NM_001321317)	-145	NM_001321323	284370	Hs.368355	NM_198480	ENSG00000197619	ZNF615	-	zinc finger protein 615	protein-coding
1-322	chr12	133181360	133181638	+	1000	NA	promoter-TSS (NM_001165882)	promoter-TSS (NM_001165882)	4	NM_001165882	10795	Hs.124047	NM_003415	ENSG00000090612	ZNF268	HZF3	zinc finger protein 268	protein-coding
1-931	chr1	151070460	151070913	+	1000	NA	promoter-TSS (NM_144618)	promoter-TSS (NM_144618)	-75	NM_001323906	126626	Hs.15671	NM_144618	ENSG00000143458	GABPB2	GABPB-2	GA binding protein transcription factor subunit beta 2	protein-coding
1-586	chr19	15449875	15450240	+	1000	NA	promoter-TSS (NM_021241)	promoter-TSS (NM_021241)	-101	NM_021241	58525	Hs.442138	NM_021241	ENSG00000011451	WIZ	ZNF803	WIZ zinc finger	protein-coding
1-835	chr12	71839654	71839926	+	1000	NA	promoter-TSS (NM_001146213)	promoter-TSS (NM_001146213)	31	NR_027449	64786	Hs.284630	NM_022771	ENSG00000121749	TBC1D15	RAB7-GAP	TBC1 domain family member 15	protein-coding
1-465	chr12	82358230	82358702	+	1000	NA	promoter-TSS (NM_014167)	promoter-TSS (NM_014167)	-63	NR_144942	84190	Hs.506222	NM_032230	ENSG00000127720	METTL25	C12orf26	methyltransferase like 25	protein-coding
1-386	chr12	117190282	117190579	+	1000	NA	promoter-TSS (NM_033624)	promoter-TSS (NM_033624)	40	NM_033624	23014	Hs.740376	NM_015002	ENSG00000135108	FBXO21	FBX21	F-box protein 21	protein-coding
1-390	chr17	58007087	58007383	+	1000	NA	promoter-TSS (NM_001078166)	promoter-TSS (NM_001078166)	11	NM_001078166	6426	Hs.68714	NM_006924	ENSG00000136450	SRSF1	ASF|SF2|SF2p33|SFRS1|SRp30a	serine and arginine rich splicing factor 1	protein-coding
1-54	chr17	76353820	76354305	+	1000	NA	promoter-TSS (NM_002766)	promoter-TSS (NM_002766)	136	NM_001366236	5635	Hs.77498	NM_002766	ENSG00000161542	PRPSAP1	PAP39	phosphoribosyl pyrophosphate synthetase associated protein 1	protein-coding
1-882	chr16	740861	741112	+	1000	NA	promoter-TSS (NM_022493)	promoter-TSS (NM_022493)	11	NM_022493	64428	Hs.513247	NM_022493	ENSG00000103245	CIAO3	HPRN|IOP1|LET1L|NAR1|NARFL|PRN	cytosolic iron-sulfur assembly component 3	protein-coding
1-697	chr14	23320815	23321074	+	1000	NA	promoter-TSS (NM_001360551)	promoter-TSS (NM_001360551)	-513	NM_001360551	8106	Hs.707712	NM_004643	ENSG00000100836	PABPN1	OPMD|PAB2|PABII|PABP-2|PABP2	poly(A) binding protein nuclear 1	protein-coding
1-312	chr12	132887603	132887928	+	1000	NA	promoter-TSS (NM_001161347)	promoter-TSS (NM_001161347)	-77	NR_110919	101928530	Hs.560003	NR_110919	ENSG00000236617	LOC101928530	-	uncharacterized LOC101928530	ncRNA
1-575	chr10	114938128	114938422	+	1000	NA	promoter-TSS (NM_139169)	promoter-TSS (NM_139169)	80	NM_139169	142940	Hs.21187	NM_139169	ENSG00000165832	TRUB1	PUS4	TruB pseudouridine synthase family member 1	protein-coding
1-676	chr4	139295642	139295933	+	1000	NA	exon (NM_001184986, exon 3 of 6)	exon (NM_001184986, exon 3 of 6)	5423	NM_001184986	4717	Hs.84549	NM_002494	ENSG00000109390	NDUFC1	KFYI	NADH:ubiquinone oxidoreductase subunit C1	protein-coding
